3	18
5	4
5	15
5	26
5	34
5	48
5	49
5	50
5	51
5	54
5	57
5	61
5	63
5	66
5	68
5	69
5	70
8	14
8	29
8	68
11	2
11	4
11	6
11	9
11	14
11	15
11	18
11	19
11	24
11	26
11	28
11	29
11	30
11	32
11	34
11	35
11	37
11	40
11	44
11	48
11	49
11	50
11	51
11	53
11	55
11	63
11	66
11	68
11	69
12	2
12	6
12	15
12	19
12	21
12	26
12	34
12	37
12	44
12	48
12	49
12	63
12	66
12	72
14	2
14	4
14	5
14	8
14	9
14	11
14	15
14	18
14	19
14	21
14	26
14	28
14	29
14	30
14	32
14	34
14	36
14	39
14	40
14	47
14	48
14	49
14	50
14	53
14	55
14	63
14	66
14	67
14	68
14	69
14	70
14	72
15	2
15	4
15	5
15	6
15	9
15	11
15	12
15	14
15	19
15	21
15	26
15	29
15	34
15	35
15	40
15	44
15	46
15	48
15	49
15	50
15	51
15	53
15	57
15	61
15	63
15	66
15	67
15	68
15	70
15	72
21	2
21	4
21	5
21	6
21	9
21	12
21	14
21	15
21	16
21	19
21	26
21	29
21	34
21	35
21	37
21	44
21	48
21	49
21	51
21	53
21	57
21	61
21	63
21	66
21	70
21	72
22	6
22	17
22	47
22	61
22	62
22	67
23	9
23	14
23	25
23	29
23	36
23	66
23	67
26	1
26	2
26	4
26	5
26	6
26	11
26	12
26	14
26	15
26	16
26	18
26	19
26	21
26	29
26	33
26	34
26	35
26	37
26	40
26	44
26	46
26	48
26	49
26	50
26	51
26	52
26	53
26	57
26	61
26	63
26	66
26	68
26	70
26	72
27	21
28	11
28	14
28	29
28	30
28	32
28	40
28	51
28	55
28	69
29	1
29	2
29	4
29	5
29	6
29	8
29	9
29	10
29	11
29	14
29	15
29	16
29	18
29	19
29	21
29	23
29	24
29	25
29	26
29	28
29	30
29	31
29	32
29	34
29	36
29	37
29	39
29	40
29	44
29	47
29	48
29	49
29	50
29	51
29	53
29	55
29	57
29	59
29	61
29	63
29	65
29	66
29	67
29	68
29	69
29	70
29	72
30	11
30	14
30	24
30	28
30	29
30	32
30	55
30	56
30	66
30	68
30	69
31	9
31	37
31	43
31	63
32	11
32	14
32	18
32	24
32	28
32	29
32	30
32	55
32	56
32	66
32	69
34	1
34	2
34	4
34	5
34	6
34	10
34	11
34	12
34	14
34	15
34	16
34	18
34	19
34	21
34	26
34	29
34	35
34	37
34	40
34	44
34	47
34	48
34	49
34	50
34	51
34	52
34	53
34	56
34	57
34	58
34	61
34	63
34	66
34	68
34	70
34	72
36	14
36	29
36	66
36	67
37	1
37	2
37	4
37	5
37	6
37	10
37	11
37	12
37	14
37	15
37	16
37	19
37	26
37	29
37	31
37	34
37	40
37	43
37	44
37	48
37	51
37	53
37	61
37	63
37	66
37	68
37	70
37	72
38	47
38	52
38	54
40	2
40	4
40	11
40	14
40	19
40	26
40	28
40	29
40	34
40	48
40	50
40	53
40	66
40	67
40	68
40	72
42	14
42	63
43	31
43	37
44	1
44	2
44	4
44	5
44	11
44	12
44	15
44	19
44	21
44	26
44	30
44	34
44	37
44	48
44	49
44	51
44	53
44	56
44	63
44	66
44	68
44	72
45	17
45	22
45	47
45	71
49	2
49	4
49	5
49	10
49	11
49	12
49	14
49	15
49	16
49	19
49	21
49	26
49	29
49	34
49	35
49	37
49	40
49	44
49	48
49	50
49	51
49	53
49	57
49	61
49	63
49	66
49	68
49	70
49	72
51	1
51	2
51	4
51	5
51	6
51	10
51	11
51	14
51	15
51	19
51	21
51	26
51	28
51	29
51	34
51	35
51	37
51	40
51	48
51	49
51	57
51	61
51	63
51	66
51	68
51	70
52	4
52	9
52	17
52	26
52	34
52	47
52	54
55	11
55	14
55	24
55	28
55	29
55	30
55	32
55	34
55	56
55	66
55	68
55	69
56	4
56	26
56	30
56	32
56	34
56	41
56	55
56	62
65	29
65	59
65	67
66	1
66	4
66	5
66	6
66	9
66	10
66	11
66	12
66	14
66	15
66	16
66	17
66	18
66	19
66	21
66	26
66	29
66	30
66	32
66	34
66	36
66	37
66	40
66	48
66	49
66	50
66	51
66	53
66	55
66	63
66	67
66	68
66	70
66	72
68	2
68	4
68	5
68	6
68	10
68	11
68	14
68	15
68	16
68	18
68	19
68	21
68	22
68	26
68	29
68	30
68	33
68	34
68	37
68	38
68	40
68	42
68	48
68	49
68	50
68	51
68	53
68	61
68	63
68	66
68	70
69	11
69	14
69	24
69	28
69	29
69	30
69	32
69	55
69	66
71	17
71	29
71	45
71	67
72	1
72	4
72	5
72	6
72	12
72	14
72	15
72	19
72	21
72	26
72	29
72	33
72	34
72	40
72	44
72	48
72	49
72	51
72	53
72	61
72	66
72	68
