30	55
30	56
30	66
30	68
30	69
31	0
31	9
31	11
31	13
31	14
31	17
31	24
31	32
31	34
31	37
31	38
31	43
31	45
31	52
31	55
31	56
31	59
31	63
31	68
31	69
32	4
32	11
32	14
32	17
32	18
32	22
32	24
32	25
32	28
32	29
32	30
32	31
32	34
32	38
32	40
32	45
32	47
32	51
32	52
32	55
32	56
32	60
32	63
32	66
32	67
32	68
32	69
32	71
32	72
34	0
34	1
34	2
34	3
34	4
34	5
34	6
34	9
34	10
34	11
34	12
34	13
34	14
34	15
34	16
34	17
34	18
34	19
34	20
34	21
34	22
34	23
34	24
34	25
34	26
34	27
34	28
34	29
34	30
34	31
34	32
34	33
34	35
34	36
34	37
34	38
34	39
34	40
34	41
34	43
34	44
34	45
34	46
34	47
34	48
34	49
34	50
34	51
34	52
34	53
34	55
34	56
34	57
34	58
34	59
34	61
34	62
34	63
34	64
34	65
34	66
34	67
34	68
34	69
34	70
34	71
34	72
36	14
36	22
36	29
36	37
36	62
36	66
36	67
36	70
37	0
37	1
37	2
37	4
37	5
37	6
37	9
37	10
37	11
37	12
37	13
37	14
37	15
37	16
37	18
37	19
37	22
37	26
37	29
37	30
37	31
37	34
37	40
37	43
37	44
37	47
37	48
37	51
37	53
37	55
37	56
37	58
37	59
37	61
37	63
37	64
37	66
37	67
37	68
37	70
37	72
38	0
38	3
38	11
38	13
38	24
38	25
38	31
38	32
38	34
38	40
38	45
38	47
38	52
38	54
38	55
38	56
38	58
38	59
38	60
38	62
38	65
38	66
38	68
38	69
38	71
40	2
40	4
40	11
40	14
40	15
40	19
40	22
40	26
40	28
40	29
40	34
40	38
40	44
40	45
40	48
40	49
40	50
40	53
40	55
40	56
40	58
40	62
40	66
40	67
40	68
40	69
40	71
40	72
42	14
42	63
43	0
43	3
43	11
43	14
43	17
43	19
43	20
43	22
43	29
43	31
43	34
43	37
43	45
43	55
43	56
43	58
43	59
43	62
43	68
44	0
44	1
44	2
44	3
44	4
44	5
44	10
44	11
44	12
44	14
44	15
44	19
44	21
44	22
44	26
44	30
44	34
44	37
44	40
44	47
44	48
44	49
44	51
44	53
44	56
44	57
44	62
44	63
44	66
44	67
44	68
44	72
45	0
45	3
45	10
45	11
45	15
45	17
45	22
45	24
45	27
45	29
45	31
45	32
45	34
45	38
45	40
45	43
45	47
45	55
45	56
45	58
45	59
45	62
45	64
45	65
45	66
45	68
45	71
49	0
49	2
49	4
49	5
49	10
49	11
49	12
49	14
49	15
49	16
49	17
49	19
49	20
49	21
49	22
49	26
49	27
49	29
49	30
49	31
49	34
49	35
49	37
49	40
49	43
49	44
49	48
49	50
49	51
49	52
49	53
49	57
49	58
49	61
49	62
49	63
49	66
49	67
49	68
49	70
49	72
51	1
51	2
51	4
51	5
51	6
51	9
51	10
51	11
51	13
51	14
51	15
51	17
51	19
51	21
51	26
51	28
51	29
51	32
51	34
51	35
51	37
51	38
51	40
51	48
51	49
51	57
51	59
51	61
51	62
51	63
51	65
51	66
51	68
51	70
52	3
52	4
52	6
52	9
52	11
52	14
52	15
52	17
52	18
52	21
52	23
52	26
52	32
52	34
52	38
52	40
52	45
52	47
52	54
52	56
52	58
52	62
52	63
52	64
52	68
52	71
52	72
55	0
55	3
55	5
55	7
55	8
55	11
55	13
55	14
55	17
55	18
55	23
55	24
55	28
55	29
55	30
55	31
55	32
55	34
55	38
55	40
55	45
55	56
55	65
55	66
55	68
55	69
55	71
56	4
56	6
56	11
56	13
56	14
56	17
56	18
56	19
56	20
56	26
56	29
56	30
56	31
56	32
56	34
56	40
56	41
56	43
56	47
56	55
56	62
56	63
56	65
56	68
56	69
58	0
58	3
58	9
58	11
58	13
58	14
58	17
58	20
58	22
58	24
58	32
58	34
58	38
58	40
58	45
58	47
58	52
58	54
58	55
58	62
58	68
58	71
60	3
60	7
60	11
60	13
60	14
60	17
60	32
60	34
60	43
60	55
60	56
60	62
60	64
60	69
65	0
65	7
65	11
65	13
65	14
65	17
65	18
65	20
65	25
65	29
65	32
65	34
65	37
65	38
65	45
65	46
65	55
65	56
65	59
65	62
65	63
65	66
65	67
65	68
65	71
66	1
66	4
66	5
66	6
66	9
66	10
66	11
66	12
66	14
66	15
66	16
66	17
66	18
66	19
66	21
66	22
66	26
66	29
66	30
66	32
66	34
66	36
66	37
66	40
66	45
66	46
66	48
66	49
66	50
66	51
66	53
66	55
66	62
66	63
66	65
66	67
66	68
66	70
66	71
66	72
68	0
68	2
68	3
68	4
68	5
68	6
68	10
68	11
68	13
68	14
68	15
68	16
68	17
68	18
68	19
68	20
68	21
68	22
68	24
68	26
68	29
68	30
68	31
68	32
68	33
68	34
68	36
68	37
68	38
68	40
68	41
68	42
68	43
68	45
68	47
68	48
68	49
68	50
68	51
68	53
68	54
68	55
68	56
68	58
68	59
68	61
68	62
68	63
68	64
68	65
68	66
68	69
68	70
68	71
69	3
69	7
69	11
69	13
69	14
69	17
69	22
69	24
69	28
69	29
69	30
69	31
69	32
69	34
69	38
69	40
69	45
69	55
69	56
69	60
69	62
69	66
69	68
71	0
71	2
71	3
71	11
71	13
71	14
71	15
71	17
71	20
71	22
71	24
71	29
71	31
71	32
71	34
71	37
71	38
71	40
71	43
71	45
71	49
71	51
71	52
71	55
71	56
71	59
71	62
71	65
71	66
71	67
71	68
71	69
72	1
72	4
72	5
72	6
72	11
72	12
72	14
72	15
72	19
72	21
72	22
72	26
72	27
72	29
72	33
72	34
72	40
72	44
72	48
72	49
72	51
72	53
72	61
72	66
72	68
